epoch,loss
237,0.0004202329427547132
238,0.0004201595545358335
239,0.00042007085139630365
240,0.0004199931034236215
241,0.0004199040224193595
242,0.00041982060162505755
243,0.0004197346973038899
244,0.0004196502050035633
245,0.0004195677383298365
246,0.00041949393732162814
247,0.00041941095114452767
248,0.00041933423975327365
249,0.0004192602117351877
250,0.0004191730802025025
251,0.0004190999645895014
252,0.0004190141058643349
253,0.00041893690261834613
254,0.0004188693700901543
255,0.00041878734336933123
256,0.0004187166807241738
257,0.0004186476769973524
258,0.00041857736602347965
259,0.0004184951821419721
260,0.000418427525437437
261,0.0004183494563524922
262,0.0004182826979861905
263,0.0004182093878625892
264,0.0004181444329636482
265,0.0004180650527511413
266,0.0004179973164961363
267,0.000417932630807627
268,0.0004178584039133663
269,0.000417799771821592
270,0.0004177279353219395
271,0.0004176620025342951
272,0.0004175859556805032
273,0.00041752919593515496
274,0.0004174539130569125
275,0.0004173865270180007
276,0.0004173199437597456
277,0.0004172522943311681
278,0.0004172001970194591
279,0.00041711904680899654
280,0.00041706661286298183
281,0.0004169996871496551
282,0.00041694582032505425
283,0.00041687942430144174
284,0.00041681008491044244
285,0.00041674787256245813
286,0.0004166941672641163
287,0.000416626700219543
288,0.0004165706593388071
289,0.00041650972658923514
290,0.0004164384425772975
291,0.0004163920505864856
292,0.00041633022289412717
293,0.00041627159856337433
294,0.0004162093338284952
295,0.0004161432822002098
296,0.00041610368546874575
297,0.00041603043743331604
298,0.00041597570137431227
299,0.0004159274190897122
300,0.00041586274116222434
